Variable,oMEDA,Abs_oMEDA
4494,-1.206879,1.206879
4495,-0.09761442,0.09761442
4496,0.00276707,0.00276707
4497,0.8884211,0.8884211
4498,-0.6488492,0.6488492
4499,0.2575596,0.2575596
4500,1.132753,1.132753
4501,-0.00204539,0.00204539
4502,-1.713988,1.713988
4503,0.2117142,0.2117142
4504,0.3147869,0.3147869
4505,-1.899377,1.899377
4506,0.05087581,0.05087581
4507,-1.890034,1.890034
4508,0.5684475,0.5684475
4509,-8.688589,8.688589
4510,1.348728e-05,1.348728e-05
4511,-0.07527333,0.07527333
4512,2.625436,2.625436
4513,2.383262,2.383262
4514,2.5674,2.5674
4515,0.3891456,0.3891456
4516,0.7773158,0.7773158
4517,-1.590305,1.590305
4518,-6.559025,6.559025
4519,8.439153,8.439153
4520,-1.859978,1.859978
4521,15.0754,15.0754
4522,0.3690057,0.3690057
4523,1.319501,1.319501
4524,0.4706373,0.4706373
4525,-0.1826596,0.1826596
4526,-5.078218,5.078218
4527,0.1355209,0.1355209
4528,-0.1323728,0.1323728
4529,0.7383345,0.7383345
4530,0.4538857,0.4538857
4531,1.216923,1.216923
4532,7.61977,7.61977
4533,0.5979401,0.5979401
4534,-5.768496,5.768496
4535,-4.345954,4.345954
4536,0.5655544,0.5655544
4537,11.55069,11.55069
4538,0.05967402,0.05967402
4539,-1.400027,1.400027
4540,6.300886,6.300886
4541,-0.3455106,0.3455106
4542,-7.861335,7.861335
4543,-0.1085321,0.1085321
4544,0.01526836,0.01526836
4545,21.80024,21.80024
4546,0.0006921391,0.0006921391
4547,-4.420087,4.420087
4548,-3.608778,3.608778
4549,-16.77339,16.77339
4550,-14.58513,14.58513
4551,0.0002625599,0.0002625599
4552,9.996481,9.996481
4553,1.165159,1.165159
4554,0.6416027,0.6416027
4555,-0.7037003,0.7037003
4556,-2.537036,2.537036
4557,-0.6220387,0.6220387
4558,4.674307,4.674307
4559,0.008693479,0.008693479
4560,3.065756,3.065756
4561,-0.006125109,0.006125109
4562,-0.1126807,0.1126807
4563,-2.229855,2.229855
4564,-0.0938097,0.0938097
4565,0.1684522,0.1684522
4566,0.8399034,0.8399034
4567,0.3042806,0.3042806
4568,-1.124481,1.124481
4569,-0.04956917,0.04956917
4570,-0.183649,0.183649
4571,-0.3051348,0.3051348
4572,-1.635638,1.635638
4573,0.005836263,0.005836263
4574,-0.5121174,0.5121174
4575,-21.56092,21.56092
4576,2.468313,2.468313
4577,4.903876,4.903876
4578,2.408535,2.408535
4579,-0.5134671,0.5134671
4580,0.1488945,0.1488945
4581,4.130219,4.130219
4582,0.09829062,0.09829062
4583,-0.602114,0.602114
4584,-0.8340663,0.8340663
4585,0.7161202,0.7161202
4586,3.977049,3.977049
4587,11.44349,11.44349
4588,1.359351,1.359351
4589,5.175923,5.175923
4590,-0.06978254,0.06978254
4591,-2.515436,2.515436
4592,-2.213381,2.213381
4593,11.07226,11.07226
4594,-0.7359543,0.7359543
4595,-5.063805,5.063805
4596,-0.05268819,0.05268819
4597,-2.549242,2.549242
4598,-0.1669008,0.1669008
4599,-1.139344,1.139344
4600,0.6689892,0.6689892
4601,2.538086,2.538086
4602,-1.866429,1.866429
4603,-7.067627,7.067627
4604,0.1887151,0.1887151
4605,-7.067248,7.067248
4606,-2.782769,2.782769
4607,0.1893479,0.1893479
4608,7.227793,7.227793
4609,-1.297437,1.297437
4610,3.181206,3.181206
4611,-1.165224,1.165224
4612,6.586185,6.586185
4613,-1.399029,1.399029
4614,-0.2387085,0.2387085
4615,2.515764,2.515764
4616,-10.35665,10.35665
4617,2.598944,2.598944
4618,5.536657,5.536657
4619,1.252138,1.252138
4620,0.08296859,0.08296859
4621,-5.209972,5.209972
4622,6.743573,6.743573
4623,2.880264,2.880264
4624,-7.00582,7.00582
4625,-0.0005300977,0.0005300977
4626,-1.961421,1.961421
4627,0.6352324,0.6352324
4628,0.03710384,0.03710384
4629,-1.990358,1.990358
4630,-0.234439,0.234439
4631,-0.06574158,0.06574158
4632,-0.395133,0.395133
4633,1.698971,1.698971
4634,0.06289345,0.06289345
4635,-0.04624429,0.04624429
4636,-3.488559,3.488559
4637,-0.8352523,0.8352523
4638,-1.142801,1.142801
4639,0.06362471,0.06362471
4640,2.257773,2.257773
4641,-1.278724,1.278724
4642,-0.02236864,0.02236864
4643,8.861577,8.861577
4644,-2.092984,2.092984
4645,-0.6473505,0.6473505
4646,-0.3925551,0.3925551
4647,-4.470854,4.470854
4648,0.401315,0.401315
4649,-0.1040146,0.1040146
4650,-0.7786981,0.7786981
4651,0.7976976,0.7976976
4652,-0.02330551,0.02330551
4653,-0.4234022,0.4234022
4654,-0.1224082,0.1224082
4655,1.576616,1.576616
4656,0.02251581,0.02251581
4657,0.6770501,0.6770501
4658,0.4445505,0.4445505
4659,3.886541,3.886541
4660,-0.3340715,0.3340715
4661,-8.140988,8.140988
4662,4.357093,4.357093
4663,-4.832484,4.832484
4664,-2.142743,2.142743
4665,2.99501,2.99501
4666,1.448086,1.448086
4667,0.4462353,0.4462353
4668,2.297507,2.297507
4669,-1.862396,1.862396
4670,-0.1651622,0.1651622
4671,0.0003204175,0.0003204175
4672,-0.03500909,0.03500909
4673,-13.17822,13.17822
4674,0.1222521,0.1222521
4675,5.927684,5.927684
4676,-2.937076,2.937076
4677,-3.104987,3.104987
4678,1.842364,1.842364
4679,-1.745696,1.745696
4680,-2.123431,2.123431
4681,-1.809491,1.809491
4682,-2.356993,2.356993
4683,0.3149659,0.3149659
4684,5.159856,5.159856
4685,-0.0675614,0.0675614
4686,1.192971,1.192971
4687,-2.173714,2.173714
4688,-0.2589171,0.2589171
4689,2.995423,2.995423
4690,-0.5616502,0.5616502
4691,1.244367,1.244367
4692,-0.2762185,0.2762185
4693,-0.2461908,0.2461908
4694,0.002187181,0.002187181
4695,-0.5284076,0.5284076
4696,0.05184681,0.05184681
4697,1.697919,1.697919
4698,0.2791332,0.2791332
4699,1.105992,1.105992
4700,1.274224,1.274224
4701,-0.09131804,0.09131804
4702,-0.3596145,0.3596145
4703,-1.212723,1.212723
4704,-0.1252961,0.1252961
4705,-3.243803,3.243803
4706,0.06402987,0.06402987
4707,6.533296,6.533296
4708,-0.01258874,0.01258874
4709,-0.01258681,0.01258681
4710,0.002310716,0.002310716
4711,-8.897514,8.897514
4712,-0.5198395,0.5198395
4713,4.802445,4.802445
4714,3.889096,3.889096
4715,4.1124,4.1124
4716,-0.6112853,0.6112853
4717,2.109035,2.109035
4718,2.963665,2.963665
4719,3.592523,3.592523
4720,-6.996248,6.996248
4721,-0.4876056,0.4876056
4722,-0.0216761,0.0216761
4723,-0.01423463,0.01423463
4724,-4.502128,4.502128
4725,5.627282,5.627282
4726,13.05861,13.05861
4727,-0.6310924,0.6310924
4728,-0.05385427,0.05385427
4729,0.0139446,0.0139446
4730,-0.07101008,0.07101008
4731,0.2889378,0.2889378
4732,-5.158151,5.158151
4733,-0.001641992,0.001641992
4734,-0.9424056,0.9424056
4735,-54.43193,54.43193
4736,4.812385,4.812385
4737,3.674589,3.674589
4738,14.77389,14.77389
4739,-0.7099625,0.7099625
4740,35.82698,35.82698
4741,10.02725,10.02725
4742,-8.172074,8.172074
4743,5.844448,5.844448
4744,-18.78593,18.78593
4745,1.793002,1.793002
4746,9.87524,9.87524
4747,9.371028,9.371028
4748,10.08552,10.08552
4749,3.573908,3.573908
4750,9.920178,9.920178
4751,8.290821,8.290821
4752,-9.292245,9.292245
4753,6.748918,6.748918
4754,-0.09264825,0.09264825
4755,5.364288,5.364288
4756,-0.01974586,0.01974586
4757,2.952178,2.952178
4758,2.285501,2.285501
4759,-0.08544844,0.08544844
4760,-3.764079,3.764079
4761,11.23271,11.23271
4762,2.731396,2.731396
4763,5.567468,5.567468
4764,6.840892,6.840892
4765,6.795823,6.795823
4766,21.59823,21.59823
4767,3.570392,3.570392
4768,-22.90899,22.90899
4769,7.789013,7.789013
4770,0.2790523,0.2790523
4771,9.219454,9.219454
4772,-1.826354,1.826354
4773,0.294756,0.294756
4774,-0.4504878,0.4504878
4775,0.4623498,0.4623498
4776,-1.253698,1.253698
4777,6.94712,6.94712
4778,0.8523046,0.8523046
4779,0.1371292,0.1371292
4780,6.146494,6.146494
4781,-12.03719,12.03719
4782,-1.28336,1.28336
4783,0.09482531,0.09482531
4784,-0.2307393,0.2307393
4785,3.953888e-05,3.953888e-05
4786,7.623931,7.623931
4787,0.9717753,0.9717753
4788,13.38259,13.38259
4789,2.361738,2.361738
4790,-9.039563,9.039563
4791,-7.642852,7.642852
4792,-49.74792,49.74792
4793,3.089587,3.089587
4794,-0.1815303,0.1815303
4795,1.160917,1.160917
4796,0.4779577,0.4779577
4797,0.04484013,0.04484013
4798,-0.0005167836,0.0005167836
4799,-39.10335,39.10335
4800,0.5387982,0.5387982
4801,4.467482,4.467482
4802,20.1424,20.1424
4803,9.113852,9.113852
4804,16.00216,16.00216
4805,4.290499,4.290499
4806,1.432931,1.432931
4807,3.879854,3.879854
4808,-8.946844,8.946844
4809,1.929332,1.929332
4810,-0.06111544,0.06111544
4811,0.3910155,0.3910155
4812,6.175172,6.175172
4813,-14.82822,14.82822
4814,2.165698,2.165698
4815,0.2605402,0.2605402
4816,-0.6335353,0.6335353
4817,13.00875,13.00875
4818,0.3943972,0.3943972
4819,-4.991548,4.991548
4820,-2.854903,2.854903
4821,-8.937444,8.937444
4822,-1.549518,1.549518
4823,0.6898522,0.6898522
4824,-0.02180152,0.02180152
4825,22.02085,22.02085
4826,1.040176,1.040176
4827,0.06006935,0.06006935
4828,-22.17064,22.17064
4829,-16.04946,16.04946
4830,0.6168807,0.6168807
4831,13.12195,13.12195
4832,-0.01576238,0.01576238
4833,9.060872,9.060872
4834,0.5296667,0.5296667
4835,0.3248317,0.3248317
4836,3.27789,3.27789
4837,-4.319028,4.319028
4838,0.5482103,0.5482103
4839,0.668696,0.668696
4840,-2.485942,2.485942
4841,0.1195966,0.1195966
4842,-0.0004635381,0.0004635381
4843,1.154107,1.154107
4844,11.34503,11.34503
4845,9.190081,9.190081
4846,-2.437075,2.437075
4847,-0.9755941,0.9755941
4848,-13.82044,13.82044
4849,10.17039,10.17039
4850,0.9733596,0.9733596
4851,6.940018,6.940018
4852,16.23156,16.23156
4853,2.050026,2.050026
4854,-0.0001454521,0.0001454521
4855,21.98034,21.98034
4856,-4.229941,4.229941
4857,8.162432,8.162432
4858,-0.1441912,0.1441912
4859,6.854036,6.854036
4860,2.309751,2.309751
4861,2.449112,2.449112
4862,-0.1476495,0.1476495
4863,-3.086446,3.086446
4864,-1.293446,1.293446
4865,1.382455,1.382455
4866,1.934279,1.934279
4867,5.163456,5.163456
4868,13.15649,13.15649
4869,2.462437,2.462437
4870,-3.738458,3.738458
4871,8.920221,8.920221
4872,-8.905598,8.905598
4873,4.478312,4.478312
4874,-0.2948259,0.2948259
4875,0.2751533,0.2751533
4876,0.09682661,0.09682661
4877,-0.001532093,0.001532093
4878,0.02649289,0.02649289
4879,4.9884,4.9884
4880,-0.1718707,0.1718707
4881,0.630419,0.630419
4882,0.170551,0.170551
4883,2.037197,2.037197
4884,2.620816,2.620816
4885,-0.8288862,0.8288862
4886,-5.628819,5.628819
4887,-0.8963607,0.8963607
4888,0.3519047,0.3519047
4889,3.280168,3.280168
4890,0.2723767,0.2723767
4891,3.733115,3.733115
4892,0.6736025,0.6736025
4893,0.07084228,0.07084228
4894,-11.61137,11.61137
4895,0.292823,0.292823
4896,-0.2085385,0.2085385
4897,-4.145403,4.145403
4898,0.3286254,0.3286254
4899,13.39157,13.39157
4900,5.285135,5.285135
4901,5.298901,5.298901
4902,-0.2866293,0.2866293
4903,-2.801011,2.801011
4904,-3.833507,3.833507
4905,-0.6886469,0.6886469
4906,3.611108,3.611108
4907,0.1261788,0.1261788
4908,7.517473,7.517473
4909,4.150389,4.150389
4910,14.56822,14.56822
4911,-1.364978,1.364978
4912,-6.096293,6.096293
4913,-0.7445238,0.7445238
4914,9.394847,9.394847
4915,0.223091,0.223091
4916,15.20439,15.20439
4917,0.2540054,0.2540054
4918,-1.495489,1.495489
4919,5.154272,5.154272
4920,-4.611086,4.611086
4921,4.257586,4.257586
4922,-0.9158571,0.9158571
4923,1.650581,1.650581
4924,2.628381,2.628381
4925,3.108705,3.108705
4926,-12.51096,12.51096
4927,-7.482159,7.482159
4928,-0.005421212,0.005421212
4929,-1.201218,1.201218
4930,0.6965971,0.6965971
4931,0.8709364,0.8709364
4932,3.417081,3.417081
4933,0.9639176,0.9639176
4934,1.213233,1.213233
4935,0.1876697,0.1876697
4936,-26.89201,26.89201
4937,1.819857,1.819857
4938,1.312225,1.312225
4939,-0.004922827,0.004922827
4940,0.01569582,0.01569582
4941,-0.9602103,0.9602103
4942,-0.2558804,0.2558804
4943,-0.0004687622,0.0004687622
4944,4.55258,4.55258
4945,-1.222865,1.222865
4946,1.242817,1.242817
4947,-0.3543009,0.3543009
4948,2.982152,2.982152
4949,0.06362285,0.06362285
4950,-0.5185572,0.5185572
4951,-1.301457,1.301457
4952,-0.1187809,0.1187809
4953,-0.9082826,0.9082826
4954,0.7598717,0.7598717
4955,-0.7853068,0.7853068
4956,0.1395522,0.1395522
4957,0.8789362,0.8789362
4958,0.08644719,0.08644719
4959,0.2757342,0.2757342
4960,-3.121888,3.121888
4961,0.0251943,0.0251943
4962,0.1500767,0.1500767
4963,0.1073412,0.1073412
4964,5.076512,5.076512
4965,-8.106481,8.106481
4966,6.09276,6.09276
4967,0.6891801,0.6891801
4968,-10.21461,10.21461
4969,2.504171,2.504171
4970,2.919127,2.919127
4971,0.118184,0.118184
4972,0.582274,0.582274
4973,0.1703508,0.1703508
4974,0.149182,0.149182
4975,-10.21945,10.21945
4976,-1.014513,1.014513
4977,3.197461,3.197461
4978,1.093731,1.093731
4979,0.2130578,0.2130578
4980,3.313143,3.313143
4981,0.3432899,0.3432899
4982,-0.9012303,0.9012303
4983,12.6915,12.6915
4984,-3.98795,3.98795
4985,5.130844,5.130844
4986,0.02761864,0.02761864
4987,-0.9006195,0.9006195
4988,2.313351,2.313351
4989,-2.290703,2.290703
4990,-17.32612,17.32612
4991,-0.4153733,0.4153733
4992,36.52768,36.52768
4993,0.1875114,0.1875114
4994,-0.1105264,0.1105264
4995,0.05961954,0.05961954
4996,2.590401,2.590401
4997,2.520276,2.520276
4998,-0.1156589,0.1156589
4999,2.972397,2.972397
5000,-1.215631,1.215631
5001,4.416547,4.416547
5002,0.6072395,0.6072395
5003,0.3079894,0.3079894
5004,3.549868,3.549868
5005,-0.1288353,0.1288353
5006,-3.152645,3.152645
5007,4.928948,4.928948
5008,-4.833829,4.833829
5009,5.315868,5.315868
5010,3.685722,3.685722
5011,0.4553282,0.4553282
5012,6.168554,6.168554
5013,0.2844756,0.2844756
5014,-9.884232,9.884232
5015,6.38935,6.38935
5016,-6.620343,6.620343
5017,18.95405,18.95405
5018,14.25148,14.25148
5019,-0.1956628,0.1956628
5020,2.25558,2.25558
5021,3.436385,3.436385
5022,-0.0403,0.0403
5023,45.05362,45.05362
5024,-6.590123,6.590123
5025,11.80395,11.80395
5026,-0.02433768,0.02433768
5027,2.772164,2.772164
5028,3.957161,3.957161
5029,8.443273,8.443273
5030,1.298889,1.298889
5031,25.33096,25.33096
5032,-6.559071,6.559071
5033,11.78432,11.78432
5034,9.634521,9.634521
5035,0.001800473,0.001800473
5036,15.2115,15.2115
5037,4.742925,4.742925
5038,0.8717475,0.8717475
5039,12.05603,12.05603
5040,-15.25834,15.25834
5041,-0.06790944,0.06790944
5042,-1.598451,1.598451
5043,-0.3000439,0.3000439
5044,-0.0908983,0.0908983
5045,-0.01182347,0.01182347
5046,0.03677142,0.03677142
5047,15.33706,15.33706
5048,-2.352132,2.352132
5049,2.007863,2.007863
5050,0.02393609,0.02393609
5051,1.451252,1.451252
5052,1.18321,1.18321
5053,-8.01683,8.01683
5054,-10.79392,10.79392
5055,7.89222,7.89222
5056,0.02854073,0.02854073
5057,-4.252287,4.252287
5058,-0.170833,0.170833
5059,0.1069579,0.1069579
5060,-0.00290614,0.00290614
5061,-0.03356368,0.03356368
5062,-0.01865058,0.01865058
5063,-0.6332891,0.6332891
5064,0.7994204,0.7994204
5065,4.24486,4.24486
5066,-0.9181138,0.9181138
5067,1.375821,1.375821
5068,3.931303,3.931303
5069,-0.0002303205,0.0002303205
5070,0.1666053,0.1666053
5071,8.636982,8.636982
5072,-4.000823,4.000823
5073,0.8534098,0.8534098
5074,-1.535411,1.535411
5075,5.990776,5.990776
5076,-3.010484,3.010484
5077,-2.023971,2.023971
5078,-2.414967,2.414967
5079,0.005659773,0.005659773
5080,2.76389,2.76389
5081,4.878348,4.878348
5082,-3.226682,3.226682
5083,-0.8378276,0.8378276
5084,0.03013082,0.03013082
5085,-0.0914294,0.0914294
5086,10.7184,10.7184
5087,2.393029,2.393029
5088,-0.1014943,0.1014943
5089,0.1266023,0.1266023
5090,-5.663078,5.663078
5091,-4.04271,4.04271
5092,0.2402664,0.2402664
5093,-0.2642279,0.2642279
5094,-7.32621,7.32621
5095,2.271398,2.271398
5096,5.83497,5.83497
5097,2.493305,2.493305
5098,1.082049,1.082049
5099,-3.111801,3.111801
5100,8.746087,8.746087
5101,0.02275099,0.02275099
5102,-0.6166199,0.6166199
5103,4.330718,4.330718
5104,0.3282512,0.3282512
5105,-0.3168054,0.3168054
5106,0.355431,0.355431
5107,1.557818,1.557818
5108,17.94006,17.94006
5109,0.1397689,0.1397689
5110,1.225935,1.225935
5111,0.04651812,0.04651812
5112,-5.045063,5.045063
5113,4.401414,4.401414
5114,2.863938,2.863938
5115,4.351721,4.351721
5116,21.9414,21.9414
5117,0.0360703,0.0360703
5118,-0.2116528,0.2116528
5119,0.69936,0.69936
5120,-12.42594,12.42594
5121,2.099549,2.099549
5122,6.072384,6.072384
5123,2.785497,2.785497
5124,5.378126,5.378126
5125,-3.171219,3.171219
5126,-0.7522262,0.7522262
5127,-0.07846472,0.07846472
5128,-1.642472,1.642472
5129,1.888127,1.888127
5130,7.393519,7.393519
5131,2.580993,2.580993
5132,0.6345103,0.6345103
5133,1.593131,1.593131
5134,0.1758476,0.1758476
5135,19.42259,19.42259
5136,-13.44561,13.44561
5137,0.3833419,0.3833419
5138,2.069613,2.069613
5139,2.627731,2.627731
5140,9.278658,9.278658
5141,0.8615012,0.8615012
5142,0.2648757,0.2648757
5143,3.92114,3.92114
5144,-6.357284,6.357284
5145,-0.3430956,0.3430956
5146,2.121142,2.121142
5147,8.797729,8.797729
5148,5.215188,5.215188
5149,0.4381706,0.4381706
5150,2.097495,2.097495
5151,7.112226,7.112226
5152,-7.16414,7.16414
5153,0.05727084,0.05727084
5154,-0.1931057,0.1931057
5155,7.166359,7.166359
5156,0.3425813,0.3425813
5157,-1.887041,1.887041
5158,-5.070625,5.070625
5159,7.104715,7.104715
5160,0.6227993,0.6227993
5161,-0.1651582,0.1651582
5162,-1.898883,1.898883
5163,1.842183,1.842183
5164,-4.421947,4.421947
5165,-1.347694,1.347694
5166,2.181639,2.181639
5167,3.431109,3.431109
5168,-0.1180818,0.1180818
5169,1.950362,1.950362
5170,-0.02721361,0.02721361
5171,2.49186,2.49186
5172,0.3854084,0.3854084
5173,-10.71937,10.71937
5174,3.500411,3.500411
5175,-11.26838,11.26838
5176,-1.507254,1.507254
5177,3.771774,3.771774
5178,-15.53709,15.53709
5179,-0.01293164,0.01293164
5180,-4.383177,4.383177
5181,-1.781312,1.781312
5182,-2.551172,2.551172
5183,-8.451728,8.451728
5184,9.463118,9.463118
5185,0.882113,0.882113
5186,6.509827,6.509827
5187,0.6027208,0.6027208
5188,6.304211,6.304211
5189,-1.175436,1.175436
5190,-22.95644,22.95644
5191,0.08338155,0.08338155
5192,-0.617019,0.617019
5193,12.81675,12.81675
5194,-0.2861599,0.2861599
5195,-0.05259032,0.05259032
5196,0.9822648,0.9822648
5197,-8.837378,8.837378
5198,0.0009347341,0.0009347341
5199,-0.9227381,0.9227381
5200,-0.6618283,0.6618283
5201,1.348642,1.348642
5202,0.1852863,0.1852863
5203,-0.03638747,0.03638747
5204,0.01847052,0.01847052
5205,-3.031902,3.031902
5206,-0.03373,0.03373
5207,-1.816688,1.816688
5208,-0.0459017,0.0459017
5209,0.375928,0.375928
5210,-1.845061,1.845061
5211,-0.0002148381,0.0002148381
5212,0.01691625,0.01691625
5213,-1.536056,1.536056
5214,8.715518,8.715518
5215,-0.4933882,0.4933882
5216,0.1027349,0.1027349
5217,-0.0006410026,0.0006410026
5218,-1.588441,1.588441
5219,-0.222978,0.222978
5220,4.025362,4.025362
5221,0.02043128,0.02043128
5222,-2.297254,2.297254
5223,-0.5732522,0.5732522
5224,-1.367715,1.367715
5225,11.46972,11.46972
5226,5.484383,5.484383
5227,-0.9817632,0.9817632
5228,1.914928,1.914928
5229,-20.90621,20.90621
5230,-4.101903,4.101903
5231,-0.6800762,0.6800762
5232,1.292767,1.292767
5233,14.0141,14.0141
5234,15.34999,15.34999
5235,-1.991435e-05,1.991435e-05
5236,26.64877,26.64877
5237,0.05934918,0.05934918
5238,-1.472156,1.472156
5239,17.08592,17.08592
5240,-4.582858,4.582858
5241,17.58152,17.58152
5242,0.1200795,0.1200795
5243,0.06040892,0.06040892
5244,4.499985,4.499985
5245,-3.151151,3.151151
5246,-16.93073,16.93073
5247,0.1382097,0.1382097
5248,-0.2760735,0.2760735
5249,4.33327,4.33327
5250,0.2381334,0.2381334
5251,-2.467643,2.467643
5252,15.09747,15.09747
5253,1.169708,1.169708
5254,-0.6679695,0.6679695
5255,22.93229,22.93229
5256,-0.1124194,0.1124194
5257,-0.07449636,0.07449636
5258,-0.008206976,0.008206976
5259,0.3379524,0.3379524
5260,1.038701,1.038701
5261,0.8531564,0.8531564
5262,5.901495,5.901495
5263,-1.666538,1.666538
5264,-1.14606,1.14606
5265,-0.001173091,0.001173091
5266,0.4310929,0.4310929
5267,0.7879314,0.7879314
5268,4.391686,4.391686
5269,-0.9612371,0.9612371
5270,5.413985,5.413985
5271,-4.411258,4.411258
5272,-1.418535,1.418535
5273,0.8958088,0.8958088
5274,-0.00120426,0.00120426
5275,0.05507513,0.05507513
5276,-1.593339,1.593339
5277,3.259602,3.259602
5278,8.939209,8.939209
5279,2.77822,2.77822
5280,-0.2730649,0.2730649
5281,19.70758,19.70758
5282,-8.596376,8.596376
5283,-0.6382079,0.6382079
5284,0.2374981,0.2374981
5285,1.073731,1.073731
5286,1.100033,1.100033
5287,4.208104,4.208104
5288,0.649497,0.649497
5289,6.709517,6.709517
5290,-2.175442,2.175442
5291,0.02109703,0.02109703
5292,5.198777,5.198777
5293,0.001567748,0.001567748
5294,0.003713993,0.003713993
5295,-1.370337,1.370337
5296,-1.366203,1.366203
5297,5.820473,5.820473
5298,1.920814,1.920814
5299,-2.867206,2.867206
5300,6.103952,6.103952
5301,0.2732898,0.2732898
5302,-5.460049,5.460049
5303,3.818653,3.818653
5304,5.524998,5.524998
5305,8.346074,8.346074
5306,-0.5822602,0.5822602
5307,0.004730588,0.004730588
5308,1.578215,1.578215
5309,0.5398716,0.5398716
5310,1.694062,1.694062
5311,0.5565016,0.5565016
5312,-3.253311,3.253311
5313,18.59444,18.59444
5314,0.1248544,0.1248544
5315,3.073737,3.073737
5316,5.467499,5.467499
5317,0.1772597,0.1772597
5318,-1.48238,1.48238
5319,9.863064,9.863064
5320,-14.76186,14.76186
5321,20.1315,20.1315
5322,1.331923,1.331923
5323,1.041683,1.041683
5324,9.155213,9.155213
5325,-0.2498633,0.2498633
5326,-3.757303,3.757303
5327,0.6439259,0.6439259
5328,-18.97437,18.97437
5329,0.3031946,0.3031946
5330,2.065129,2.065129
5331,-0.6431611,0.6431611
5332,-0.1262107,0.1262107
5333,-0.5850032,0.5850032
5334,-13.34936,13.34936
5335,-0.05799305,0.05799305
5336,-1.319723,1.319723
5337,22.11395,22.11395
5338,0.001222933,0.001222933
5339,1.501036,1.501036
5340,-17.6156,17.6156
5341,-7.282981,7.282981
5342,0.06900083,0.06900083
5343,1.666406,1.666406
5344,-0.4684427,0.4684427
5345,-0.01173601,0.01173601
5346,4.679601,4.679601
5347,7.056631,7.056631
5348,-0.3033717,0.3033717
5349,3.247098,3.247098
5350,4.435938,4.435938
5351,0.02655989,0.02655989
5352,-0.2857484,0.2857484
5353,1.378704,1.378704
5354,5.347795,5.347795
5355,3.706594,3.706594
5356,-4.223227,4.223227
5357,0.02987496,0.02987496
5358,0.04711566,0.04711566
5359,0.06036918,0.06036918
5360,0.01135509,0.01135509
5361,57.74421,57.74421
5362,0.206615,0.206615
5363,5.571366,5.571366
5364,8.002184,8.002184
5365,0.04105835,0.04105835
5366,0.04631675,0.04631675
5367,7.742369,7.742369
5368,-2.598493,2.598493
5369,10.79686,10.79686
5370,-0.000669312,0.000669312
5371,0.2447161,0.2447161
5372,1.400796,1.400796
5373,-0.0008783376,0.0008783376
5374,-20.01451,20.01451
5375,-27.22524,27.22524
5376,1.082358,1.082358
5377,-56.40852,56.40852
5378,-12.63703,12.63703
5379,-5.648119,5.648119
5380,-3.860059,3.860059
5381,1.829751,1.829751
5382,-1.015706,1.015706
5383,-83.53902,83.53902
5384,46.80298,46.80298
5385,-33.64944,33.64944
5386,-26.66903,26.66903
5387,-10.39815,10.39815
5388,-24.13575,24.13575
5389,-7.947431,7.947431
5390,-0.2066987,0.2066987
5391,-48.77639,48.77639
5392,30.78481,30.78481
5393,-4.597239,4.597239
5394,-1.691451,1.691451
5395,-12.2907,12.2907
5396,-2.688065,2.688065
5397,-2.374963,2.374963
5398,0.5439922,0.5439922
5399,-0.3551075,0.3551075
5400,3.401729,3.401729
5401,-32.94143,32.94143
5402,-18.73766,18.73766
5403,0.1085544,0.1085544
5404,-54.75349,54.75349
5405,-43.81229,43.81229
5406,-2.062282,2.062282
5407,-2.237791,2.237791
5408,22.09222,22.09222
5409,-4.988417,4.988417
5410,-0.011804,0.011804
5411,-1.200745,1.200745
5412,-14.45432,14.45432
5413,-10.95367,10.95367
5414,-0.4570803,0.4570803
5415,0.2587611,0.2587611
5416,13.78169,13.78169
5417,0.2321779,0.2321779
5418,-0.2075951,0.2075951
5419,-0.3762004,0.3762004
5420,-10.89261,10.89261
5421,-14.11208,14.11208
5422,0.2085751,0.2085751
5423,17.06116,17.06116
5424,15.26689,15.26689
5425,-56.87983,56.87983
5426,-4.659497,4.659497
5427,0.3153136,0.3153136
5428,-3.214903,3.214903
5429,3.553556,3.553556
5430,12.52971,12.52971
5431,-63.59993,63.59993
5432,4.328844,4.328844
5433,0.1264755,0.1264755
5434,3.567899,3.567899
5435,-0.5270804,0.5270804
5436,0.9700916,0.9700916
5437,2.896747,2.896747
5438,5.207428,5.207428
5439,-39.05001,39.05001
5440,3.085776,3.085776
5441,-38.5134,38.5134
5442,3.908537,3.908537
5443,-2.005196,2.005196
5444,-0.5164805,0.5164805
5445,-1.93407,1.93407
5446,1.280558,1.280558
5447,-23.09443,23.09443
5448,21.86713,21.86713
5449,-0.3878606,0.3878606
5450,7.631673,7.631673
5451,-0.00720776,0.00720776
5452,-1.832051,1.832051
5453,0.6417472,0.6417472
5454,-6.055533,6.055533
5455,7.369271,7.369271
5456,10.94611,10.94611
5457,-2.860152,2.860152
5458,-0.08894825,0.08894825
5459,-0.9916463,0.9916463
5460,-3.646954,3.646954
5461,-1.063153,1.063153
5462,0.9581044,0.9581044
5463,1.776019,1.776019
5464,0.3265738,0.3265738
5465,-0.9050015,0.9050015
5466,-0.3348268,0.3348268
5467,-0.6348105,0.6348105
5468,-0.2637282,0.2637282
5469,-1.637848,1.637848
5470,-0.1977393,0.1977393
5471,27.19191,27.19191
5472,1.908679,1.908679
5473,5.964803,5.964803
5474,-0.2730553,0.2730553
