Variable,Layer,Head,TokenOrigenIdx,TokenDestinoIdx,TokenOrigen,TokenDestino,Efecto_ASCA,Importancia_ASCA
369,1,6,7,1,.,[CLS],0.387384837198106,1.50067012091003
370,1,6,7,2,.,Token 2,0.0497177256848169,0.024718522472707
371,1,6,7,3,.,Token 3,-0.289984941850589,0.840912665000895
372,1,6,7,4,.,Token 4,0.106372136605088,0.113150314459315
373,1,6,7,5,.,Token 5,-0.200525880695179,0.402106288285773
374,1,6,7,6,.,Token 6,-0.506643460564956,2.56687596133234
375,1,6,7,7,.,.,0.387384682460126,1.50066892204732
376,1,6,7,8,.,[SEP],0.387384811742154,1.50066992368504
377,1,6,8,1,[SEP],[CLS],0.287682746595526,0.827613626887458
378,1,6,8,2,[SEP],Token 2,0.0427508447189015,0.0182763472417963
379,1,6,8,3,[SEP],Token 3,-0.294095326547665,0.864920610971777
380,1,6,8,4,[SEP],Token 4,0.0319344191056182,0.0101980712361327
381,1,6,8,5,[SEP],Token 5,-0.122256786316775,0.149467218005055
382,1,6,8,6,[SEP],Token 6,-0.48140261329324,2.31748476085561
383,1,6,8,7,[SEP],.,0.287682720765783,0.827613478272037
384,1,6,8,8,[SEP],[SEP],0.287682933378566,0.827614701572966
385,1,7,1,1,[CLS],[CLS],0.000496551526295505,2.46563418266396e-06
386,1,7,1,2,[CLS],Token 2,-0.000968860771574173,9.38691194695303e-06
387,1,7,1,3,[CLS],Token 3,0.0224347991492704,0.00503320212868105
388,1,7,1,4,[CLS],Token 4,7.59740782937163e-07,5.77206057257974e-12
389,1,7,1,5,[CLS],Token 5,0.0647560798045314,0.0419334987165084
390,1,7,1,6,[CLS],Token 6,-0.0130784682443394,0.00171046331618195
391,1,7,1,7,[CLS],.,0.000496545884670423,2.46557815583133e-06
392,1,7,1,8,[CLS],[SEP],0.000496548381023266,2.46560294696826e-06
393,1,7,2,1,Token 2,[CLS],-0.0331134646008269,0.0109650153787022
394,1,7,2,2,Token 2,Token 2,-0.0199016910060013,0.00396077304898353
395,1,7,2,3,Token 2,Token 3,-0.0329145462796447,0.0108336735679487
396,1,7,2,4,Token 2,Token 4,-0.015727028600933,0.00247339428614565
397,1,7,2,5,Token 2,Token 5,0.224854662538151,0.505596192651456
398,1,7,2,6,Token 2,Token 6,-0.146347918657177,0.214177132952875
399,1,7,2,7,Token 2,.,-0.0055346190016518,0.000306320074934452
400,1,7,2,8,Token 2,[SEP],0.0142736318520455,0.00203736566247729
401,1,7,3,1,Token 3,[CLS],-0.184074282177093,0.33883341359012
402,1,7,3,2,Token 3,Token 2,0.00792852393845148,0.000628614918425983
403,1,7,3,3,Token 3,Token 3,0.00126045104991637,1.58873684923529e-05
404,1,7,3,4,Token 3,Token 4,-0.0193263591414884,0.00373508157665792
405,1,7,3,5,Token 3,Token 5,0.085780301963759,0.0735826020499367
406,1,7,3,6,Token 3,Token 6,0.0188299067224633,0.0035456538717667
407,1,7,3,7,Token 3,.,-0.0160157892355114,0.00256505504836324
408,1,7,3,8,Token 3,[SEP],0.0645224620656949,0.0416314811101904
409,1,7,4,1,Token 4,[CLS],-0.0110099307420459,0.00121218574944648
410,1,7,4,2,Token 4,Token 2,-0.00215849504564611,4.65910086207879e-05
411,1,7,4,3,Token 4,Token 3,-0.0408383145905232,0.0166776793859454
412,1,7,4,4,Token 4,Token 4,-0.0173592509310145,0.00301343592885927
413,1,7,4,5,Token 4,Token 5,0.102632053473933,0.105333384002762
414,1,7,4,6,Token 4,Token 6,0.0269384998378901,0.00725682773516006
415,1,7,4,7,Token 4,.,-0.0159025476002575,0.00252891020178456
416,1,7,4,8,Token 4,[SEP],-0.0170777628365184,0.0029164998350037
417,1,7,5,1,Token 5,[CLS],0.0374686651043924,0.0140390086470511
418,1,7,5,2,Token 5,Token 2,-0.0148609028668368,0.00220846434017558
419,1,7,5,3,Token 5,Token 3,0.0592141336028807,0.0350631361833981
420,1,7,5,4,Token 5,Token 4,-0.0488352266962159,0.023848793664708
421,1,7,5,5,Token 5,Token 5,-0.0600789691850989,0.0360948253834406
422,1,7,5,6,Token 5,Token 6,0.138938855886281,0.193040056749889
423,1,7,5,7,Token 5,.,-0.0359237093638817,0.0129051289446064
424,1,7,5,8,Token 5,[SEP],-0.217826650673228,0.474484497435163
425,1,7,6,1,Token 6,[CLS],-0.265328558680268,0.703992440513483
426,1,7,6,2,Token 6,Token 2,0.0442087895778439,0.0195441707593808
427,1,7,6,3,Token 6,Token 3,0.0661730897109534,0.0437887780189389
428,1,7,6,4,Token 6,Token 4,-0.0739803188748389,0.0547308758082285
429,1,7,6,5,Token 6,Token 5,0.373241725956354,1.39309385994878
430,1,7,6,6,Token 6,Token 6,-0.12285196779368,0.150926059907794
431,1,7,6,7,Token 6,.,0.00800289585299875,0.000640463420339446
432,1,7,6,8,Token 6,[SEP],-0.108537823863336,0.117804592089885
433,1,7,7,1,.,[CLS],0.0094756179902351,0.00089787336296867
434,1,7,7,2,.,Token 2,0.00611206229940296,0.000373573055517831
435,1,7,7,3,.,Token 3,-0.0470976841990368,0.022181918569122
436,1,7,7,4,.,Token 4,0.00316286506155157,0.000100037153975836
437,1,7,7,5,.,Token 5,0.178646225725782,0.319144739660671
438,1,7,7,6,.,Token 6,-0.0801527335904564,0.0642446070202268
439,1,7,7,7,.,.,0.00947560411175991,0.000897870732828013
440,1,7,7,8,.,[SEP],0.00947569590875862,0.000897888129552648
441,1,7,8,1,[SEP],[CLS],0.0395907652498019,0.0156742869306493
442,1,7,8,2,[SEP],Token 2,0.00685657237602068,0.000470125847476099
443,1,7,8,3,[SEP],Token 3,-0.0311511882396458,0.0097039652874185
444,1,7,8,4,[SEP],Token 4,0.00743963123385639,0.000553481128957715
445,1,7,8,5,[SEP],Token 5,-0.0644847238754586,0.0415827961329414
446,1,7,8,6,[SEP],Token 6,-0.017764430942907,0.0031557500672531
447,1,7,8,7,[SEP],.,0.0395907369836065,0.015674264549051
448,1,7,8,8,[SEP],[SEP],0.0395907197462057,0.015674250900226
449,1,8,1,1,[CLS],[CLS],-0.0295403853589756,0.00872634367156781
450,1,8,1,2,[CLS],Token 2,0.00155374403659286,2.41412053124788e-05
451,1,8,1,3,[CLS],Token 3,-0.0869576734555748,0.0756163697280638
452,1,8,1,4,[CLS],Token 4,0.000139256958862354,1.93925005915913e-07
453,1,8,1,5,[CLS],Token 5,0.198625015624289,0.39451896831749
454,1,8,1,6,[CLS],Token 6,0.113392425808916,0.128578422308305
455,1,8,1,7,[CLS],.,-0.0295412090713796,0.0087268303339896
456,1,8,1,8,[CLS],[SEP],-0.029539716829494,0.0087259487036669
457,1,8,2,1,Token 2,[CLS],-0.0322371150071918,0.0103923158398691
458,1,8,2,2,Token 2,Token 2,-0.0144153338918113,0.00207801851212403
459,1,8,2,3,Token 2,Token 3,0.035421887895714,0.0125471014209653
460,1,8,2,4,Token 2,Token 4,-0.0048577578258533,0.00023597811094639
461,1,8,2,5,Token 2,Token 5,0.0416550176010531,0.0173514049134404
462,1,8,2,6,Token 2,Token 6,0.420593286471128,1.76898712624584
463,1,8,2,7,Token 2,.,-0.0591940182701825,0.035039317989707
464,1,8,2,8,Token 2,[SEP],-0.0286001288883377,0.00817967372429528
465,1,8,3,1,Token 3,[CLS],-0.0930035859610758,0.0864966700161923
466,1,8,3,2,Token 3,Token 2,-0.257615075532241,0.663655271414822
467,1,8,3,3,Token 3,Token 3,0.0296468510723732,0.00878935778507478
468,1,8,3,4,Token 3,Token 4,0.0145363591315276,0.00211305736800745
469,1,8,3,5,Token 3,Token 5,0.218315955839428,0.476618565740828
470,1,8,3,6,Token 3,Token 6,-0.225099483340225,0.506697774000362
471,1,8,3,7,Token 3,.,0.0351543004510946,0.0123582484020583
472,1,8,3,8,Token 3,[SEP],0.191432043586649,0.366462273117606
473,1,8,4,1,Token 4,[CLS],-0.0378085783990141,0.014294886005544
474,1,8,4,2,Token 4,Token 2,-0.0116700435466925,0.00136189916381698
475,1,8,4,3,Token 4,Token 3,0.0274466759361883,0.0075332001994614
476,1,8,4,4,Token 4,Token 4,-0.0267640485598016,0.0071631429531142
477,1,8,4,5,Token 4,Token 5,0.230598169963494,0.531755159905125
478,1,8,4,6,Token 4,Token 6,-0.0174654294646587,0.00305041226384967
479,1,8,4,7,Token 4,.,-0.0157406614784101,0.00247768423777905
480,1,8,4,8,Token 4,[SEP],-0.0543225636262837,0.0295094091893164
481,1,8,5,1,Token 5,[CLS],-0.11396456349773,0.12987921733228
482,1,8,5,2,Token 5,Token 2,0.15999094920708,0.255971038281826
483,1,8,5,3,Token 5,Token 3,0.0788464780774245,0.0621676710521377
484,1,8,5,4,Token 5,Token 4,-0.0280139424129528,0.00784780969516236
485,1,8,5,5,Token 5,Token 5,0.0160346994974563,0.00257111587973726
486,1,8,5,6,Token 5,Token 6,0.0604679905017001,0.036563778753137
487,1,8,5,7,Token 5,.,-0.228517219348279,0.522201195386696
488,1,8,5,8,Token 5,[SEP],0.0602672304388708,0.0363213906477196
489,1,8,6,1,Token 6,[CLS],0.00304989981340116,9.30188887178446e-05
490,1,8,6,2,Token 6,Token 2,0.180395406632358,0.32542502734054
491,1,8,6,3,Token 6,Token 3,0.10926320329946,0.119384475952592
492,1,8,6,4,Token 6,Token 4,-0.0773054771409123,0.059761367959841
493,1,8,6,5,Token 6,Token 5,-0.176215218157611,0.310518031103346
494,1,8,6,6,Token 6,Token 6,0.0261722756326739,0.00684988011792656
495,1,8,6,7,Token 6,.,0.37913111129363,1.43740399550743
496,1,8,6,8,Token 6,[SEP],-0.0439466792678337,0.0193131061866984
497,1,8,7,1,.,[CLS],-0.242553094794033,0.58832003794163
498,1,8,7,2,.,Token 2,-0.0411280974500587,0.0169152039986153
499,1,8,7,3,.,Token 3,0.0314099053423119,0.00986582153612996
500,1,8,7,4,.,Token 4,-0.0193247451417869,0.00373445774795016
501,1,8,7,5,.,Token 5,0.0589098576365237,0.0347037132675548
502,1,8,7,6,.,Token 6,0.399144361598406,1.59316221395799
503,1,8,7,7,.,.,-0.242552993700974,0.588319547533048
504,1,8,7,8,.,[SEP],-0.242553063768153,0.588319887433179
505,1,8,8,1,[SEP],[CLS],-0.119442161317076,0.142664299000944
506,1,8,8,2,[SEP],Token 2,-0.0232278638781169,0.00539533660340326
507,1,8,8,3,[SEP],Token 3,0.0301952314699142,0.00911752003521696
508,1,8,8,4,[SEP],Token 4,-0.0132340804098294,0.00175140884293831
509,1,8,8,5,[SEP],Token 5,-0.149133899871033,0.222409200907432
510,1,8,8,6,[SEP],Token 6,0.4453602769378,1.98345776274114
511,1,8,8,7,[SEP],.,-0.119442225481973,0.142664452280865
512,1,8,8,8,[SEP],[SEP],-0.11944219619875,0.142664382327808
513,1,9,1,1,[CLS],[CLS],0.0197859926419068,0.0039148550482559
514,1,9,1,2,[CLS],Token 2,0.0173263717078376,0.00300203156558154
515,1,9,1,3,[CLS],Token 3,-0.127623424859302,0.162877385728179
516,1,9,1,4,[CLS],Token 4,0.00909294004160729,0.000826815586002653
517,1,9,1,5,[CLS],Token 5,-0.293526291600223,0.86157683860579
518,1,9,1,6,[CLS],Token 6,0.167865377036231,0.281787848075159
519,1,9,1,7,[CLS],.,0.0197860255112872,0.00391486805533309
520,1,9,1,8,[CLS],[SEP],0.0197860087359084,0.00391486141697443
521,1,9,2,1,Token 2,[CLS],0.0897972449264373,0.0806354519637858
522,1,9,2,2,Token 2,Token 2,0.13160517524643,0.173199221516436
523,1,9,2,3,Token 2,Token 3,-0.10207773798793,0.104198645927325
524,1,9,2,4,Token 2,Token 4,-0.00554456772625769,0.000307422312710584
525,1,9,2,5,Token 2,Token 5,0.143905504136529,0.207087941207884
526,1,9,2,6,Token 2,Token 6,-0.213573110403534,0.4561347348744
527,1,9,2,7,Token 2,.,0.117459984529061,0.137968479655673
528,1,9,2,8,Token 2,[SEP],0.152492628957443,0.232540018863523
529,1,9,3,1,Token 3,[CLS],0.0244481143566198,0.00597710295594359
530,1,9,3,2,Token 3,Token 2,0.215765837533165,0.465548966463882
531,1,9,3,3,Token 3,Token 3,-0.0627299039401072,0.0393504084833507
532,1,9,3,4,Token 3,Token 4,0.0438982228582952,0.0192705397011655
533,1,9,3,5,Token 3,Token 5,0.750497592964059,5.63246637044847
534,1,9,3,6,Token 3,Token 6,-0.695219170086178,4.83329694455314
535,1,9,3,7,Token 3,.,0.0820040753666368,0.0672466837673705
536,1,9,3,8,Token 3,[SEP],0.210321395411318,0.442350893677638
537,1,9,4,1,Token 4,[CLS],0.085742621732819,0.073517971816173
538,1,9,4,2,Token 4,Token 2,0.0752642957145333,0.0566471420940473
539,1,9,4,3,Token 4,Token 3,0.087517197042849,0.0765925977823687
540,1,9,4,4,Token 4,Token 4,0.0702962585632814,0.0494156396799571
541,1,9,4,5,Token 4,Token 5,0.152772653423504,0.233394836340582
542,1,9,4,6,Token 4,Token 6,-0.332293856386617,1.10419206992289
543,1,9,4,7,Token 4,.,0.150566233206793,0.226701905820824
544,1,9,4,8,Token 4,[SEP],0.179375336726801,0.321755114258533
545,1,9,5,1,Token 5,[CLS],-0.188356204351714,0.354780597177847
546,1,9,5,2,Token 5,Token 2,0.174240368728921,0.303597060947903
547,1,9,5,3,Token 5,Token 3,0.155495041208578,0.241787078404575
548,1,9,5,4,Token 5,Token 4,0.249400109744178,0.62200414740408
549,1,9,5,5,Token 5,Token 5,0.288740888538586,0.83371300714052
550,1,9,5,6,Token 5,Token 6,-0.43637238762532,1.90420860681822
551,1,9,5,7,Token 5,.,0.0208292866439285,0.00433859182094939
552,1,9,5,8,Token 5,[SEP],0.0469128499611876,0.022008154914809
553,1,9,6,1,Token 6,[CLS],-0.615644367856536,3.79017987673475
554,1,9,6,2,Token 6,Token 2,0.140585483468745,0.197642781621408
555,1,9,6,3,Token 6,Token 3,-0.232736580289528,0.541663158048638
556,1,9,6,4,Token 6,Token 4,0.0196872642153226,0.00387588372283922
557,1,9,6,5,Token 6,Token 5,0.0559039980364987,0.0312525699646486
558,1,9,6,6,Token 6,Token 6,-0.0412304652594622,0.0169995126551172
559,1,9,6,7,Token 6,.,0.343797350173738,1.18196617986484
560,1,9,6,8,Token 6,[SEP],0.312572891165668,0.977018122916648
561,1,9,7,1,.,[CLS],-0.0154111409722993,0.00237503266068084
562,1,9,7,2,.,Token 2,0.00713096651934658,0.000508506835000418
563,1,9,7,3,.,Token 3,0.0621150681533423,0.0385828169169436
564,1,9,7,4,.,Token 4,-0.0090288938405116,0.000815209239832283
565,1,9,7,5,.,Token 5,0.0416741747558375,0.0173673684158008
566,1,9,7,6,.,Token 6,-0.0793852861967124,0.0630202366453394
567,1,9,7,7,.,.,-0.0154112967256425,0.00237508066765799
568,1,9,7,8,.,[SEP],-0.0154111972882474,0.00237505001857286
569,1,9,8,1,[SEP],[CLS],0.358072003757499,1.2821555987491
570,1,9,8,2,[SEP],Token 2,0.0520310979996391,0.0270723515904805
571,1,9,8,3,[SEP],Token 3,-0.136798683344749,0.18713879764857
572,1,9,8,4,[SEP],Token 4,0.0571938534184495,0.0327113686885109
573,1,9,8,5,[SEP],Token 5,-0.203426718737278,0.413824298962155
574,1,9,8,6,[SEP],Token 6,-0.246805381258686,0.609128962182451
575,1,9,8,7,[SEP],.,0.358072112091664,1.28215637457785
576,1,9,8,8,[SEP],[SEP],0.358071988457109,1.28215548917628
577,1,10,1,1,[CLS],[CLS],0.143193744967955,0.205044485979478
578,1,10,1,2,[CLS],Token 2,0.162659449584416,0.26458096539105
579,1,10,1,3,[CLS],Token 3,0.122292703843358,0.149555054133193
580,1,10,1,4,[CLS],Token 4,0.0119486601710734,0.00142770479883796
581,1,10,1,5,[CLS],Token 5,-0.109470182330039,0.11983720819372
582,1,10,1,6,[CLS],Token 6,-0.224074862063242,0.502095438086609
583,1,10,1,7,[CLS],.,0.143193696536621,0.205044347278219
584,1,10,1,8,[CLS],[SEP],0.143193600005468,0.20504407082526
585,1,10,2,1,Token 2,[CLS],-0.0339554487939417,0.01152972502798
586,1,10,2,2,Token 2,Token 2,-0.00660370561249351,0.000436089278164783
587,1,10,2,3,Token 2,Token 3,-0.050191912667651,0.0251922809723711
588,1,10,2,4,Token 2,Token 4,-0.0371676682294182,0.013814355616121
589,1,10,2,5,Token 2,Token 5,0.00169504218499421,2.87316800890993e-05
590,1,10,2,6,Token 2,Token 6,0.310038707363641,0.961240000637175
591,1,10,2,7,Token 2,.,-0.0785697503323757,0.0617320566729187
592,1,10,2,8,Token 2,[SEP],-0.104501990851742,0.109206660919776
593,1,10,3,1,Token 3,[CLS],0.0681505711315267,0.0464450034555328
594,1,10,3,2,Token 3,Token 2,0.0766736932891587,0.0587885524259998
595,1,10,3,3,Token 3,Token 3,0.0835910909121875,0.069874704798896
596,1,10,3,4,Token 3,Token 4,-0.0453671440507878,0.0205817775932493
597,1,10,3,5,Token 3,Token 5,0.0412605697402134,0.0170243461528702
598,1,10,3,6,Token 3,Token 6,-0.394078529256086,1.5529788722064
599,1,10,3,7,Token 3,.,-0.0554408907929283,0.030736923719134
600,1,10,3,8,Token 3,[SEP],0.0352460106758949,0.012422812685653
601,1,10,4,1,Token 4,[CLS],-0.0682318263309535,0.0465558212445741
602,1,10,4,2,Token 4,Token 2,-0.0717055015396959,0.0514167895105933
603,1,10,4,3,Token 4,Token 3,-0.208727164250286,0.435670290959658
604,1,10,4,4,Token 4,Token 4,-0.0330414943036382,0.0109174034581735
605,1,10,4,5,Token 4,Token 5,0.0887489294304233,0.0787637247504625
606,1,10,4,6,Token 4,Token 6,0.385316053979146,1.4846846145406
607,1,10,4,7,Token 4,.,-0.124210845786581,0.154283342110177
608,1,10,4,8,Token 4,[SEP],-0.0687551073221118,0.0472726478287511
609,1,10,5,1,Token 5,[CLS],-0.00306451876857094,9.39127528292355e-05
610,1,10,5,2,Token 5,Token 2,-0.0102467784490648,0.00104996468584219
611,1,10,5,3,Token 5,Token 3,-0.0600397510090357,0.03604771701227
612,1,10,5,4,Token 5,Token 4,0.0608897415104395,0.0370756062120814
613,1,10,5,5,Token 5,Token 5,-0.0301475620398124,0.00908875496944339
614,1,10,5,6,Token 5,Token 6,0.337440913393748,1.13866370032007
615,1,10,5,7,Token 5,.,-0.408160044211708,1.66594621690903
616,1,10,5,8,Token 5,[SEP],-0.280985632461025,0.78952925649522
617,1,10,6,1,Token 6,[CLS],-0.13841944854547,0.19159943735632
618,1,10,6,2,Token 6,Token 2,0.19835620818843,0.39345185326892
619,1,10,6,3,Token 6,Token 3,0.235823512264479,0.556127289367547
620,1,10,6,4,Token 6,Token 4,0.2360267095926,0.557086076411096
621,1,10,6,5,Token 6,Token 5,0.324046732150442,1.0500628461738
622,1,10,6,6,Token 6,Token 6,0.00897463461614652,0.000805440664933354
623,1,10,6,7,Token 6,.,-0.620543336929215,3.85074033007245
624,1,10,6,8,Token 6,[SEP],-0.545015224865168,2.97041595334829
625,1,10,7,1,.,[CLS],0.240650572816034,0.579126981966853
626,1,10,7,2,.,Token 2,0.0897373275620336,0.0805278795797571
627,1,10,7,3,.,Token 3,-0.206218769858206,0.425261810418319
628,1,10,7,4,.,Token 4,0.0113744725889143,0.00129378626675962
629,1,10,7,5,.,Token 5,-0.0433102261488896,0.0187577568906796
630,1,10,7,6,.,Token 6,-0.131281410907852,0.172348088499563
631,1,10,7,7,.,.,0.240650393491924,0.579126118878177
632,1,10,7,8,.,[SEP],0.240651424515626,0.579131081213999
633,1,10,8,1,[SEP],[CLS],-0.167940953568661,0.282041638855512
634,1,10,8,2,[SEP],Token 2,-0.139415960458263,0.194368100304999
635,1,10,8,3,[SEP],Token 3,0.0319713894893321,0.0102216974587858
636,1,10,8,4,[SEP],Token 4,-0.0399059296010245,0.0159248321732192
637,1,10,8,5,[SEP],Token 5,0.081101708390173,0.0657748710380466
638,1,10,8,6,[SEP],Token 6,0.186819006274128,0.349013411052527
639,1,10,8,7,[SEP],.,-0.167940907317775,0.282041483507176
640,1,10,8,8,[SEP],[SEP],-0.167940911901172,0.282041498901971
641,1,11,1,1,[CLS],[CLS],0.0170459409776697,0.00290564103814198
642,1,11,1,2,[CLS],Token 2,0.00134108407261719,1.79850648982752e-05
643,1,11,1,3,[CLS],Token 3,0.0778324726226299,0.0605789379455243
644,1,11,1,4,[CLS],Token 4,0.00214304599171944,4.59264612262477e-05
645,1,11,1,5,[CLS],Token 5,-0.242946357939699,0.590229328361641
646,1,11,1,6,[CLS],Token 6,0.109167386123827,0.119175181931087
647,1,11,1,7,[CLS],.,0.0170463532435528,0.00290578158903983
648,1,11,1,8,[CLS],[SEP],0.0170466095090882,0.00290586895755335
649,1,11,2,1,Token 2,[CLS],0.0880470499412618,0.0775228300335906
650,1,11,2,2,Token 2,Token 2,0.0480790559419206,0.0231159562026633
651,1,11,2,3,Token 2,Token 3,-0.0947814604030808,0.0898352523614077
652,1,11,2,4,Token 2,Token 4,0.115402826923473,0.133178124619291
653,1,11,2,5,Token 2,Token 5,0.0566023576891472,0.0320382689597016
654,1,11,2,6,Token 2,Token 6,-0.1109402235986,0.123077332121074
655,1,11,2,7,Token 2,.,0.0516202365820122,0.0266464882478292
656,1,11,2,8,Token 2,[SEP],0.185175182016063,0.34289848034682
657,1,11,3,1,Token 3,[CLS],0.020171551879787,0.0040689150523894
658,1,11,3,2,Token 3,Token 2,-0.282735941416817,0.799396125688535
659,1,11,3,3,Token 3,Token 3,0.0804371518579673,0.0647013539902169
660,1,11,3,4,Token 3,Token 4,-0.117092924945891,0.137107530723842
661,1,11,3,5,Token 3,Token 5,0.0890781360118265,0.0793491431534146
662,1,11,3,6,Token 3,Token 6,0.278531677094286,0.775798951449557
663,1,11,3,7,Token 3,.,-0.0726917220654693,0.0528408645684344
664,1,11,3,8,Token 3,[SEP],-0.0387561750360137,0.0150204110342213
665,1,11,4,1,Token 4,[CLS],0.0293563919176327,0.0086179774642165
666,1,11,4,2,Token 4,Token 2,0.0313220981934284,0.00981073835238768
667,1,11,4,3,Token 4,Token 3,0.0756590660307808,0.0572429427265004
668,1,11,4,4,Token 4,Token 4,0.118481332993117,0.140378262678259
669,1,11,4,5,Token 4,Token 5,0.250092998400896,0.625465078491505
670,1,11,4,6,Token 4,Token 6,-0.325710228000094,1.06087152623873
671,1,11,4,7,Token 4,.,0.0592374461563215,0.0350907502712308
672,1,11,4,8,Token 4,[SEP],0.107670142641106,0.115928596163561
673,1,11,5,1,Token 5,[CLS],-0.0503537291554529,0.0253549803986071
674,1,11,5,2,Token 5,Token 2,-0.233706436968982,0.546186986807369
675,1,11,5,3,Token 5,Token 3,0.0597221442334252,0.0356673451183804
676,1,11,5,4,Token 5,Token 4,0.101076279608202,0.102164142994354
677,1,11,5,5,Token 5,Token 5,0.0165890147903903,0.00275195411715788
678,1,11,5,6,Token 5,Token 6,-0.00514491169511322,0.000264701163505128
679,1,11,5,7,Token 5,.,0.095684050095361,0.0915543744265155
680,1,11,5,8,Token 5,[SEP],-0.0881641748179909,0.0777292172133725
681,1,11,6,1,Token 6,[CLS],-0.028719061071006,0.00824784468800172
682,1,11,6,2,Token 6,Token 2,-0.312663238486916,0.97758300701126
683,1,11,6,3,Token 6,Token 3,0.09771194896026,0.0954762496961247
684,1,11,6,4,Token 6,Token 4,-0.0844626282969643,0.0713393557883115
685,1,11,6,5,Token 6,Token 5,-0.121923232648594,0.148652746594832
686,1,11,6,6,Token 6,Token 6,-0.0666402122993175,0.0444091789529811
687,1,11,6,7,Token 6,.,0.237343295843123,0.56331840081676
688,1,11,6,8,Token 6,[SEP],-0.261778638285742,0.685280554627376
689,1,11,7,1,.,[CLS],0.307970208707232,0.948456494511761
690,1,11,7,2,.,Token 2,0.0119137866818614,0.00141938313100897
691,1,11,7,3,.,Token 3,-0.176478711671193,0.311447356731242
692,1,11,7,4,.,Token 4,0.00952216597800407,0.000906716449126581
693,1,11,7,5,.,Token 5,-0.0652013561215168,0.0425121684008486
694,1,11,7,6,.,Token 6,-0.274961692264324,0.756039322128606
695,1,11,7,7,.,.,0.307970763771148,0.948459913377842
696,1,11,7,8,.,[SEP],0.307970816220076,0.948460236432597
697,1,11,8,1,[SEP],[CLS],0.0218727439680117,0.00478416928690193
698,1,11,8,2,[SEP],Token 2,-0.0080873202350651,0.000654047485844933
699,1,11,8,3,[SEP],Token 3,0.0389353935059263,0.0151596486746133
