Variable,Layer,Head,TokenOrigenIdx,TokenDestinoIdx,TokenOrigen,TokenDestino,Efecto_ASCA,Importancia_ASCA
4923,7,5,8,3,[SEP],Token 3,0.161548656390632,0.260979683816184
4924,7,5,8,4,[SEP],Token 4,0.203858721190829,0.4155837820556
4925,7,5,8,5,[SEP],Token 5,0.221704655132894,0.491529541075955
4926,7,5,8,6,[SEP],Token 6,-0.444764789266092,1.97815717770911
4927,7,5,8,7,[SEP],.,-0.343952512717909,1.18303331004964
4928,7,5,8,8,[SEP],[SEP],-0.00925834226425021,0.000857169014820016
4929,7,6,1,1,[CLS],[CLS],-0.137814811557629,0.189929222846649
4930,7,6,1,2,[CLS],Token 2,0.10494840272655,0.110141672348541
4931,7,6,1,3,[CLS],Token 3,0.117348685286801,0.137707139385407
4932,7,6,1,4,[CLS],Token 4,0.232440987085098,0.540288124770947
4933,7,6,1,5,[CLS],Token 5,0.123453949276053,0.152408775918542
4934,7,6,1,6,[CLS],Token 6,0.138502343559749,0.191828991715428
4935,7,6,1,7,[CLS],.,0.0544731146281866,0.0296732021729556
4936,7,6,1,8,[CLS],[SEP],-0.652073659399491,4.25200057282643
4937,7,6,2,1,Token 2,[CLS],0.169630376284684,0.287744645584833
4938,7,6,2,2,Token 2,Token 2,0.144042052658187,0.207481129339839
4939,7,6,2,3,Token 2,Token 3,-0.00882251482668329,0.000778367678670465
4940,7,6,2,4,Token 2,Token 4,0.0157534808139649,0.00248172157755959
4941,7,6,2,5,Token 2,Token 5,-0.123216294082751,0.151822551274869
4942,7,6,2,6,Token 2,Token 6,-0.0636068005897092,0.0404582508125903
4943,7,6,2,7,Token 2,.,-0.00272247289219378,7.41185864872995e-05
4944,7,6,2,8,Token 2,[SEP],0.268295709823589,0.719825879097434
4945,7,6,3,1,Token 3,[CLS],-0.139051053025124,0.193351953473958
4946,7,6,3,2,Token 3,Token 2,0.140180849793767,0.196506706489028
4947,7,6,3,3,Token 3,Token 3,-0.0748464185529486,0.0560198637020317
4948,7,6,3,4,Token 3,Token 4,0.217145030949668,0.471519644661321
4949,7,6,3,5,Token 3,Token 5,0.031716979828473,0.0100596680943976
4950,7,6,3,6,Token 3,Token 6,-0.0905489263829988,0.0819910806911375
4951,7,6,3,7,Token 3,.,-0.143449708420404,0.20577818845899
4952,7,6,3,8,Token 3,[SEP],-0.0433369306269926,0.0187808955616876
4953,7,6,4,1,Token 4,[CLS],-0.119838267458858,0.143612103475409
4954,7,6,4,2,Token 4,Token 2,0.109611247337583,0.120146255429009
4955,7,6,4,3,Token 4,Token 3,-0.111430680449322,0.124167965453989
4956,7,6,4,4,Token 4,Token 4,0.0469735452714813,0.022065139553719
4957,7,6,4,5,Token 4,Token 5,0.117886406837287,0.138972049170063
4958,7,6,4,6,Token 4,Token 6,0.0369709543939935,0.0136685146880275
4959,7,6,4,7,Token 4,.,0.0660283635498346,0.0435974479306913
4960,7,6,4,8,Token 4,[SEP],-0.222174245076039,0.493613951751081
4961,7,6,5,1,Token 5,[CLS],0.019958881543468,0.00398356952466187
4962,7,6,5,2,Token 5,Token 2,0.0487126371424946,0.0237292101737635
4963,7,6,5,3,Token 5,Token 3,0.0411972723305905,0.0169721524748084
4964,7,6,5,4,Token 5,Token 4,0.283313789209156,0.802667031560502
4965,7,6,5,5,Token 5,Token 5,-0.35801495565666,1.2817470847384
4966,7,6,5,6,Token 5,Token 6,0.310378819457566,0.963350115678719
4967,7,6,5,7,Token 5,.,0.104388150515912,0.108968859681327
4968,7,6,5,8,Token 5,[SEP],-0.401879619821278,1.61507228827695
4969,7,6,6,1,Token 6,[CLS],0.198983477179284,0.395944241903585
4970,7,6,6,2,Token 6,Token 2,0.214838193750223,0.461554494938583
4971,7,6,6,3,Token 6,Token 3,0.0432279266636825,0.0186865364364071
4972,7,6,6,4,Token 6,Token 4,0.0959508233406137,0.0920656049974167
4973,7,6,6,5,Token 6,Token 5,0.051898786190811,0.0269348400807952
4974,7,6,6,6,Token 6,Token 6,0.0485671864347496,0.0235877159818773
4975,7,6,6,7,Token 6,.,-0.401974728437463,1.61583682302372
4976,7,6,6,8,Token 6,[SEP],-0.126652507543554,0.160408576670699
4977,7,6,7,1,.,[CLS],0.224847258556911,0.505562896805584
4978,7,6,7,2,.,Token 2,0.131504406924922,0.172934090406754
4979,7,6,7,3,.,Token 3,0.0580408156649103,0.033687362830481
4980,7,6,7,4,.,Token 4,0.228878553573614,0.523853922859498
4981,7,6,7,5,.,Token 5,0.0736741807921604,0.0542788491539595
4982,7,6,7,6,.,Token 6,-0.119372116474258,0.142497021915438
4983,7,6,7,7,.,.,0.447962253582702,2.00670180634893
4984,7,6,7,8,.,[SEP],-0.251107532854154,0.630549930561002
4985,7,6,8,1,[SEP],[CLS],0.284825840170889,0.811257592290529
4986,7,6,8,2,[SEP],Token 2,0.020897111328424,0.00436689261872545
4987,7,6,8,3,[SEP],Token 3,-0.119331640070865,0.142400403220024
4988,7,6,8,4,[SEP],Token 4,0.191251939881996,0.365773045086268
4989,7,6,8,5,[SEP],Token 5,-0.190313403755159,0.362191916488742
4990,7,6,8,6,[SEP],Token 6,-0.523402353454099,2.7395002360129
4991,7,6,8,7,[SEP],.,-0.0810409163640745,0.0656763012512892
4992,7,6,8,8,[SEP],[SEP],0.759969212038372,5.77553203246224
4993,7,7,1,1,[CLS],[CLS],0.0544501474252786,0.0296481855463457
4994,7,7,1,2,[CLS],Token 2,-0.0418040075581874,0.0174757504792498
4995,7,7,1,3,[CLS],Token 3,0.0307028614978598,0.00942665704156761
4996,7,7,1,4,[CLS],Token 4,0.202380432718052,0.409578395471459
4997,7,7,1,5,[CLS],Token 5,0.19962231065201,0.398490669100474
4998,7,7,1,6,[CLS],Token 6,-0.0427636087674449,0.0182872623481509
4999,7,7,1,7,[CLS],.,0.216789565959329,0.469977159088342
5000,7,7,1,8,[CLS],[SEP],-0.138639196012472,0.192208266709846
5001,7,7,2,1,Token 2,[CLS],0.264256946538183,0.698317337936841
5002,7,7,2,2,Token 2,Token 2,0.0979862111220528,0.0960129757005551
5003,7,7,2,3,Token 2,Token 3,0.0697835330896486,0.0486974149047408
5004,7,7,2,4,Token 2,Token 4,0.236914245089073,0.561283595261255
5005,7,7,2,5,Token 2,Token 5,-0.0451338586752236,0.0203706519891506
5006,7,7,2,6,Token 2,Token 6,-0.223265974356036,0.498476953051501
5007,7,7,2,7,Token 2,.,0.279165751138635,0.779335166087982
5008,7,7,2,8,Token 2,[SEP],-0.276458883698538,0.764295143758417
5009,7,7,3,1,Token 3,[CLS],0.289915901814886,0.840512301251385
5010,7,7,3,2,Token 3,Token 2,0.241405003252353,0.582763755952686
5011,7,7,3,3,Token 3,Token 3,0.0848490887643885,0.0719936786414708
5012,7,7,3,4,Token 3,Token 4,0.312303366958617,0.975333930136885
5013,7,7,3,5,Token 3,Token 5,0.0670668097052492,0.0449795696404012
5014,7,7,3,6,Token 3,Token 6,-0.395326968695126,1.56283412177677
5015,7,7,3,7,Token 3,.,0.317843532700386,1.01024511279461
5016,7,7,3,8,Token 3,[SEP],-0.323538005393678,1.0467684093412
5017,7,7,4,1,Token 4,[CLS],0.547439321619878,2.99689810855632
5018,7,7,4,2,Token 4,Token 2,0.474695325098569,2.25335651670436
5019,7,7,4,3,Token 4,Token 3,-0.0556210810010358,0.0309370465172379
5020,7,7,4,4,Token 4,Token 4,0.188848752979617,0.356638515019565
5021,7,7,4,5,Token 4,Token 5,0.233096584475825,0.543340176942953
5022,7,7,4,6,Token 4,Token 6,-0.0252428018771509,0.00637199046609092
5023,7,7,4,7,Token 4,.,0.844014260391053,7.12360071743457
5024,7,7,4,8,Token 4,[SEP],-0.322798645325565,1.0419896542402
5025,7,7,5,1,Token 5,[CLS],0.432014988099301,1.86636949942439
5026,7,7,5,2,Token 5,Token 2,-0.0196165841026706,0.00384810371857149
5027,7,7,5,3,Token 5,Token 3,0.209360338733798,0.438317514347305
5028,7,7,5,4,Token 5,Token 4,0.250136366811198,0.625682020015059
5029,7,7,5,5,Token 5,Token 5,0.365376355832049,1.33499881401108
5030,7,7,5,6,Token 5,Token 6,0.143308199956021,0.205372401746348
5031,7,7,5,7,Token 5,.,0.632864578147414,4.00517574273703
5032,7,7,5,8,Token 5,[SEP],-0.322037303062653,1.03708024563867
5033,7,7,6,1,Token 6,[CLS],0.431655464782048,1.86326440276206
5034,7,7,6,2,Token 6,Token 2,0.390301348834739,1.52335142902217
5035,7,7,6,3,Token 6,Token 3,0.00533554210086775,0.000284680095101323
5036,7,7,6,4,Token 6,Token 4,0.4904231737385,2.40514889339743
5037,7,7,6,5,Token 6,Token 5,0.273847066890953,0.74992216044778
5038,7,7,6,6,Token 6,Token 6,0.117403332459119,0.137835424725065
5039,7,7,6,7,Token 6,.,0.436603421505568,1.90622547670368
5040,7,7,6,8,Token 6,[SEP],-0.491177643701897,2.41255477672548
5041,7,7,7,1,.,[CLS],-0.0327680075779196,0.010737423206266
5042,7,7,7,2,.,Token 2,-0.158977162282693,0.252737381274578
5043,7,7,7,3,.,Token 3,-0.068877501661011,0.0474411023506258
5044,7,7,7,4,.,Token 4,-0.037910811768772,0.0143722964896726
5045,7,7,7,5,.,Token 5,-0.0136727967804192,0.00186945371798641
5046,7,7,7,6,.,Token 6,0.0241123784811572,0.00581406796018571
5047,7,7,7,7,.,.,0.492443159609653,2.42500265446338
5048,7,7,7,8,.,[SEP],-0.19284829505861,0.371904649070127
5049,7,7,8,1,[SEP],[CLS],0.178177183375412,0.317471086755954
5050,7,7,8,2,[SEP],Token 2,0.0194541577108628,0.00378464252239122
5051,7,7,8,3,[SEP],Token 3,0.151480375328545,0.229463041096768
5052,7,7,8,4,[SEP],Token 4,0.136777891212934,0.187081915246573
5053,7,7,8,5,[SEP],Token 5,-0.356029802900209,1.26757220553162
5054,7,7,8,6,[SEP],Token 6,-0.413118347675591,1.70666769186211
5055,7,7,8,7,[SEP],.,0.353251992663951,1.24786970321052
5056,7,7,8,8,[SEP],[SEP],0.021243076293093,0.00451268290394171
5057,7,8,1,1,[CLS],[CLS],-0.259296268347224,0.672345547787955
5058,7,8,1,2,[CLS],Token 2,-0.0519721780771024,0.0270110729407805
5059,7,8,1,3,[CLS],Token 3,0.0411236147150115,0.0169115168722871
5060,7,8,1,4,[CLS],Token 4,-0.00677864784463953,0.000459500666016362
5061,7,8,1,5,[CLS],Token 5,-0.0230366717512701,0.00530688245375767
5062,7,8,1,6,[CLS],Token 6,-0.017172400991344,0.00294891355807512
5063,7,8,1,7,[CLS],.,-0.100065888601641,0.10013182061636
5064,7,8,1,8,[CLS],[SEP],0.112427517149758,0.12639946612459
5065,7,8,2,1,Token 2,[CLS],0.259069738446884,0.671171293789371
5066,7,8,2,2,Token 2,Token 2,-0.120485088734274,0.14516656607306
5067,7,8,2,3,Token 2,Token 3,0.147491095552768,0.217536232673557
5068,7,8,2,4,Token 2,Token 4,0.249317800174847,0.621593654840247
5069,7,8,2,5,Token 2,Token 5,-0.00190832805178294,3.64171595322165e-05
5070,7,8,2,6,Token 2,Token 6,0.0513250650607321,0.0263426230348839
5071,7,8,2,7,Token 2,.,0.369543921954798,1.36562710253734
5072,7,8,2,8,Token 2,[SEP],-0.251512654062493,0.632586151535593
5073,7,8,3,1,Token 3,[CLS],0.116161923813218,0.134935925439878
5074,7,8,3,2,Token 3,Token 2,-0.155810739246429,0.242769864645186
5075,7,8,3,3,Token 3,Token 3,0.30777019665888,0.947224939514455
5076,7,8,3,4,Token 3,Token 4,-0.218174031565345,0.475999080494762
5077,7,8,3,5,Token 3,Token 5,-0.178890402732211,0.320017761896925
5078,7,8,3,6,Token 3,Token 6,-0.195407269468377,0.381840009610871
5079,7,8,3,7,Token 3,.,0.00945985929933241,0.000894889379631659
5080,7,8,3,8,Token 3,[SEP],0.20904767198554,0.43700929162574
5081,7,8,4,1,Token 4,[CLS],0.277729100333238,0.7713345317191
5082,7,8,4,2,Token 4,Token 2,-0.22587233303503,0.510183108306877
5083,7,8,4,3,Token 4,Token 3,-0.11509656017369,0.132472181638159
5084,7,8,4,4,Token 4,Token 4,0.0218268413586409,0.00476411003695276
5085,7,8,4,5,Token 4,Token 5,-0.0380213834500083,0.0144562559945256
5086,7,8,4,6,Token 4,Token 6,0.411670603690668,1.69472685943039
5087,7,8,4,7,Token 4,.,0.194517632317668,0.378371092824716
5088,7,8,4,8,Token 4,[SEP],-0.0400595370929759,0.0160476651210351
5089,7,8,5,1,Token 5,[CLS],0.0447409910476496,0.0200175627992587
5090,7,8,5,2,Token 5,Token 2,-0.299234228516721,0.895411235159974
5091,7,8,5,3,Token 5,Token 3,-0.252825740228941,0.639208549223116
5092,7,8,5,4,Token 5,Token 4,0.0616355768192543,0.037989443298422
5093,7,8,5,5,Token 5,Token 5,-0.0646360042955691,0.0417781305129683
5094,7,8,5,6,Token 5,Token 6,-0.340349229607137,1.15837598094172
5095,7,8,5,7,Token 5,.,0.189509788059878,0.359139597705
5096,7,8,5,8,Token 5,[SEP],0.303741682151329,0.922590094761189
5097,7,8,6,1,Token 6,[CLS],0.198551307038778,0.39422621526807
5098,7,8,6,2,Token 6,Token 2,0.130800174078085,0.171086855388575
5099,7,8,6,3,Token 6,Token 3,-0.221815034246397,0.492019094177303
5100,7,8,6,4,Token 6,Token 4,0.371870641689815,1.38287774150795
5101,7,8,6,5,Token 6,Token 5,0.0189663904960615,0.00359723968449091
5102,7,8,6,6,Token 6,Token 6,-0.0987401904695684,0.0974962521396666
5103,7,8,6,7,Token 6,.,0.2616766546963,0.684746716130467
5104,7,8,6,8,Token 6,[SEP],0.0720424135796738,0.0519010935438477
5105,7,8,7,1,.,[CLS],-0.0707752123930377,0.050091306892796
5106,7,8,7,2,.,Token 2,0.074965717114221,0.0561985874244941
5107,7,8,7,3,.,Token 3,0.156943539756399,0.246312746712683
5108,7,8,7,4,.,Token 4,0.532594905926144,2.83657333818478
5109,7,8,7,5,.,Token 5,0.0470100307686372,0.0220994299286821
5110,7,8,7,6,.,Token 6,0.139225479122758,0.193837340369616
5111,7,8,7,7,.,.,0.0271203968268341,0.00735515924044954
5112,7,8,7,8,.,[SEP],-0.282434845625271,0.797694420233705
5113,7,8,8,1,[SEP],[CLS],0.263803806107619,0.695924481168663
5114,7,8,8,2,[SEP],Token 2,0.212797632061453,0.452828322109615
5115,7,8,8,3,[SEP],Token 3,0.262310416739674,0.688067547301416
5116,7,8,8,4,[SEP],Token 4,0.589002705191843,3.46924186723309
5117,7,8,8,5,[SEP],Token 5,0.0238814147129809,0.00570321968693381
5118,7,8,8,6,[SEP],Token 6,-0.0578491253506499,0.0334652130383521
5119,7,8,8,7,[SEP],.,0.10515633770452,0.11057855359427
5120,7,8,8,8,[SEP],[SEP],-0.443250974842528,1.96471426698851
5121,7,9,1,1,[CLS],[CLS],0.182199865542161,0.331967910035816
5122,7,9,1,2,[CLS],Token 2,0.309859400771337,0.960128482463718
5123,7,9,1,3,[CLS],Token 3,0.209863224323776,0.440425729235718
5124,7,9,1,4,[CLS],Token 4,0.291608692666128,0.850356296384484
5125,7,9,1,5,[CLS],Token 5,-0.223922694057464,0.501413729139525
5126,7,9,1,6,[CLS],Token 6,-0.109058463516154,0.118937484645043
5127,7,9,1,7,[CLS],.,-0.0352226534012141,0.0124063531262206
5128,7,9,1,8,[CLS],[SEP],-0.161151336674127,0.25969753311858
5129,7,9,2,1,Token 2,[CLS],0.172782844858664,0.29853911477453
5130,7,9,2,2,Token 2,Token 2,0.341909030837455,1.16901785368208
5131,7,9,2,3,Token 2,Token 3,0.202012591277318,0.408090870345768
5132,7,9,2,4,Token 2,Token 4,0.100162310844768,0.100324885137639
5133,7,9,2,5,Token 2,Token 5,0.158712365771099,0.25189615048659
5134,7,9,2,6,Token 2,Token 6,0.0527294160833074,0.0278039132048656
5135,7,9,2,7,Token 2,.,0.554164291612516,3.07098062098401
5136,7,9,2,8,Token 2,[SEP],-0.461078885040974,2.12593738230628
5137,7,9,3,1,Token 3,[CLS],0.0778535139937169,0.0606116964116987
5138,7,9,3,2,Token 3,Token 2,0.180896256215307,0.327234555127141
5139,7,9,3,3,Token 3,Token 3,0.203833413971097,0.415480606511127
5140,7,9,3,4,Token 3,Token 4,0.383025417875985,1.46708470739073
5141,7,9,3,5,Token 3,Token 5,0.116711287912752,0.136215247262533
5142,7,9,3,6,Token 3,Token 6,0.0647151359139167,0.0418804881635671
5143,7,9,3,7,Token 3,.,0.248995276550411,0.619986477444156
5144,7,9,3,8,Token 3,[SEP],-0.317044915524119,1.00517478459695
5145,7,9,4,1,Token 4,[CLS],-0.073653368108946,0.054248186337919
5146,7,9,4,2,Token 4,Token 2,0.183134389303468,0.335382045455541
5147,7,9,4,3,Token 4,Token 3,0.372966899226854,1.39104307918894
5148,7,9,4,4,Token 4,Token 4,0.287157422261614,0.824593851599347
5149,7,9,4,5,Token 4,Token 5,0.083235124376921,0.0692808593004152
5150,7,9,4,6,Token 4,Token 6,0.182110677379979,0.331642988157947
5151,7,9,4,7,Token 4,.,0.335341829272725,1.12454142459977
5152,7,9,4,8,Token 4,[SEP],-0.336563472137293,1.13274970777111
5153,7,9,5,1,Token 5,[CLS],0.0300920667639069,0.00905532482123432
5154,7,9,5,2,Token 5,Token 2,-0.0552564088173631,0.0305327071539156
5155,7,9,5,3,Token 5,Token 3,0.336615618256308,1.13310074454076
5156,7,9,5,4,Token 5,Token 4,0.0735981531436952,0.0541668814616281
5157,7,9,5,5,Token 5,Token 5,-0.172733160238004,0.298367446458079
5158,7,9,5,6,Token 5,Token 6,-0.283149462184649,0.801736179354561
5159,7,9,5,7,Token 5,.,0.335164792715705,1.12335438276162
5160,7,9,5,8,Token 5,[SEP],0.0992336863414449,0.0984732450491227
5161,7,9,6,1,Token 6,[CLS],-0.0511016592782698,0.0261137958099238
5162,7,9,6,2,Token 6,Token 2,-0.17327428191135,0.300239767718941
5163,7,9,6,3,Token 6,Token 3,0.170667698633829,0.291274633569674
5164,7,9,6,4,Token 6,Token 4,-0.26441843420735,0.699171083486667
5165,7,9,6,5,Token 6,Token 5,-0.145975750551584,0.213089197490982
5166,7,9,6,6,Token 6,Token 6,0.185727618375706,0.34494748227512
5167,7,9,6,7,Token 6,.,0.232917597089354,0.542506070338788
5168,7,9,6,8,Token 6,[SEP],-0.0432092234384018,0.0186703699014973
5169,7,9,7,1,.,[CLS],0.175607329722305,0.308379342521982
5170,7,9,7,2,.,Token 2,-0.0207432978296058,0.00430284404847727
5171,7,9,7,3,.,Token 3,0.198493713482011,0.393997542918787
5172,7,9,7,4,.,Token 4,0.0780630876339979,0.0609384565095323
5173,7,9,7,5,.,Token 5,-0.411689425397172,1.69488182983853
5174,7,9,7,6,.,Token 6,0.235258030098972,0.553463407260486
5175,7,9,7,7,.,.,-0.422100413974408,1.78168759477367
5176,7,9,7,8,.,[SEP],-0.154375440120009,0.238317765122466
5177,7,9,8,1,[SEP],[CLS],0.244206811111053,0.596369665930293
5178,7,9,8,2,[SEP],Token 2,-0.495643990484422,2.45662965303322
5179,7,9,8,3,[SEP],Token 3,-0.0142991984516749,0.00204467076360382
5180,7,9,8,4,[SEP],Token 4,-0.26325672592265,0.693041037435132
5181,7,9,8,5,[SEP],Token 5,-0.167824329696194,0.281650056379768
5182,7,9,8,6,[SEP],Token 6,-0.200842174776801,0.403375791690752
5183,7,9,8,7,[SEP],.,-0.365559288505919,1.33633593412954
5184,7,9,8,8,[SEP],[SEP],0.386813940768998,1.49625024773242
5185,7,10,1,1,[CLS],[CLS],0.118099246171763,0.139474319463387
5186,7,10,1,2,[CLS],Token 2,0.320826114752409,1.02929395907126
5187,7,10,1,3,[CLS],Token 3,0.0976209532691717,0.095298505171818
5188,7,10,1,4,[CLS],Token 4,0.315718711517314,0.996783048021528
5189,7,10,1,5,[CLS],Token 5,-0.136327865654037,0.185852869537851
5190,7,10,1,6,[CLS],Token 6,-0.602472606446176,3.62973241518049
5191,7,10,1,7,[CLS],.,0.0363094674503185,0.0131837742652574
5192,7,10,1,8,[CLS],[SEP],-0.0987720946239354,0.0975592667639967
5193,7,10,2,1,Token 2,[CLS],0.45016738983347,2.02650678869479
5194,7,10,2,2,Token 2,Token 2,-0.0672650074663361,0.0452458122944625
5195,7,10,2,3,Token 2,Token 3,-0.0288361957377112,0.00831526184623594
5196,7,10,2,4,Token 2,Token 4,0.124623326337331,0.155309734673809
5197,7,10,2,5,Token 2,Token 5,-0.373806399528125,1.3973122432818
5198,7,10,2,6,Token 2,Token 6,0.00384443196910032,0.000147796571650406
5199,7,10,2,7,Token 2,.,-0.120788101008501,0.145897653452398
5200,7,10,2,8,Token 2,[SEP],-0.102295762544191,0.104644230344974
5201,7,10,3,1,Token 3,[CLS],0.146027051645843,0.213238998123776
5202,7,10,3,2,Token 3,Token 2,0.0541261102763664,0.0292963581364938
5203,7,10,3,3,Token 3,Token 3,-0.0239861474791586,0.00575335270891946
5204,7,10,3,4,Token 3,Token 4,0.0170893041462993,0.00292044316204721
5205,7,10,3,5,Token 3,Token 5,-0.21894879408607,0.479385744317442
5206,7,10,3,6,Token 3,Token 6,-0.0230936801258553,0.00533318061755324
5207,7,10,3,7,Token 3,.,-0.169482608160559,0.287243544689057
5208,7,10,3,8,Token 3,[SEP],-0.0269400962653266,0.00725768786785065
5209,7,10,4,1,Token 4,[CLS],0.077096987136448,0.0594394542551763
5210,7,10,4,2,Token 4,Token 2,-0.170800948545952,0.291729640241969
5211,7,10,4,3,Token 4,Token 3,-0.0018430898137224,3.39698006144726e-05
5212,7,10,4,4,Token 4,Token 4,0.0163544768964792,0.00267468914557471
5213,7,10,4,5,Token 4,Token 5,-0.155843424369281,0.242871729191439
5214,7,10,4,6,Token 4,Token 6,0.371220182613771,1.37804423979802
5215,7,10,4,7,Token 4,.,-0.0883241092746456,0.0780114827915953
5216,7,10,4,8,Token 4,[SEP],0.0403036368225664,0.0162438314112533
5217,7,10,5,1,Token 5,[CLS],-0.00318359669025019,0.00010135287886172
5218,7,10,5,2,Token 5,Token 2,-0.158478541629612,0.251154481570487
5219,7,10,5,3,Token 5,Token 3,-0.059376695342452,0.0352559194979036
5220,7,10,5,4,Token 5,Token 4,0.25228267280422,0.636465469972413
5221,7,10,5,5,Token 5,Token 5,0.0179735045883399,0.00323046867187074
5222,7,10,5,6,Token 5,Token 6,-0.190585296839873,0.363227553715425
5223,7,10,5,7,Token 5,.,-0.0952045789729436,0.0906391185741545
5224,7,10,5,8,Token 5,[SEP],-0.147055970092761,0.216254583399229
5225,7,10,6,1,Token 6,[CLS],0.425854669645024,1.81352199658473
5226,7,10,6,2,Token 6,Token 2,0.294475307832642,0.867157069231293
5227,7,10,6,3,Token 6,Token 3,-0.124591505759375,0.155230433073884
5228,7,10,6,4,Token 6,Token 4,0.174004774046334,0.302776613909157
5229,7,10,6,5,Token 6,Token 5,-0.574940272702385,3.30556317175093
5230,7,10,6,6,Token 6,Token 6,-0.254669872406753,0.648567439116717
5231,7,10,6,7,Token 6,.,-0.103696430377357,0.10752949673006
5232,7,10,6,8,Token 6,[SEP],0.142970042992502,0.204404331932777
5233,7,10,7,1,.,[CLS],0.470725440234883,2.21582440084324
5234,7,10,7,2,.,Token 2,0.492650723565511,2.42704735429621
5235,7,10,7,3,.,Token 3,-0.000561117659225684,3.14853027494911e-06
5236,7,10,7,4,.,Token 4,0.649117930692178,4.21354087946094
5237,7,10,7,5,.,Token 5,0.0306331843138335,0.00938391981205294
5238,7,10,7,6,.,Token 6,-0.152567493476267,0.232768400656309
5239,7,10,7,7,.,.,0.519761642785368,2.70152165310944
5240,7,10,7,8,.,[SEP],-0.269186500660745,0.724613721379774
5241,7,10,8,1,[SEP],[CLS],0.527245980174319,2.77988323609978
5242,7,10,8,2,[SEP],Token 2,0.0435732161457391,0.018986251652833
5243,7,10,8,3,[SEP],Token 3,0.0309054910037025,0.00955149374179935
5244,7,10,8,4,[SEP],Token 4,0.266741483364926,0.711510189477212
5245,7,10,8,5,[SEP],Token 5,-0.223213041125365,0.49824061728434
5246,7,10,8,6,[SEP],Token 6,-0.517395680239294,2.67698289930282
5247,7,10,8,7,[SEP],.,0.0467470450165138,0.0218528621777597
5248,7,10,8,8,[SEP],[SEP],-0.0660689526311613,0.0436510650177864
5249,7,11,1,1,[CLS],[CLS],0.261753724252524,0.685150121600665
5250,7,11,1,2,[CLS],Token 2,0.0613613312043374,0.0376521296716839
5251,7,11,1,3,[CLS],Token 3,-0.197526872524895,0.39016865369466
5252,7,11,1,4,[CLS],Token 4,0.488581650667863,2.38712029369334
5253,7,11,1,5,[CLS],Token 5,0.135995248318314,0.184947075651599
5254,7,11,1,6,[CLS],Token 6,-0.102769275502278,0.105615239872631
5255,7,11,1,7,[CLS],.,0.602155539856373,3.6259129417972
5256,7,11,1,8,[CLS],[SEP],-0.042160442352989,0.0177750289939971
5257,7,11,2,1,Token 2,[CLS],-0.0343204287435406,0.0117789182914045
5258,7,11,2,2,Token 2,Token 2,-0.0113913705974895,0.00129763324089349
5259,7,11,2,3,Token 2,Token 3,0.0730992295512472,0.0534349736098594
5260,7,11,2,4,Token 2,Token 4,0.1281534874061,0.164233163343453
5261,7,11,2,5,Token 2,Token 5,0.116144706587742,0.134895928683527
5262,7,11,2,6,Token 2,Token 6,0.305468238542517,0.93310844758268
5263,7,11,2,7,Token 2,.,-0.162327715191969,0.263502871194451
5264,7,11,2,8,Token 2,[SEP],-0.134613505623316,0.181207958961985
5265,7,11,3,1,Token 3,[CLS],-0.00430676637419194,0.000185482366018704
5266,7,11,3,2,Token 3,Token 2,0.0825601528939245,0.0681617884586819
5267,7,11,3,3,Token 3,Token 3,0.111616708750529,0.124582896723005
5268,7,11,3,4,Token 3,Token 4,0.26351216088318,0.694386589333232
5269,7,11,3,5,Token 3,Token 5,-0.123282162656463,0.151984916292546
5270,7,11,3,6,Token 3,Token 6,0.2925792725532,0.856026307277595
5271,7,11,3,7,Token 3,.,-0.264098669087237,0.697481070136498
5272,7,11,3,8,Token 3,[SEP],-0.149763112630898,0.224289899048952
5273,7,11,4,1,Token 4,[CLS],0.119012523926439,0.141639808513413
5274,7,11,4,2,Token 4,Token 2,-0.00436358724868605,0.000190408936768954
5275,7,11,4,3,Token 4,Token 3,0.0295095618045235,0.00870814237894992
5276,7,11,4,4,Token 4,Token 4,-0.158722704183082,0.251928968231903
5277,7,11,4,5,Token 4,Token 5,0.227021672453146,0.515388397634235
5278,7,11,4,6,Token 4,Token 6,0.375953835088954,1.41341286118093
5279,7,11,4,7,Token 4,.,0.209588931764062,0.439275203180005
5280,7,11,4,8,Token 4,[SEP],-0.0657079309229413,0.0431753218617403
5281,7,11,5,1,Token 5,[CLS],0.558215221960607,3.11604234028529
5282,7,11,5,2,Token 5,Token 2,-0.368674190172745,1.3592065849953
5283,7,11,5,3,Token 5,Token 3,-0.100453733763343,0.100909526269967
5284,7,11,5,4,Token 5,Token 4,0.0612794674619193,0.0375517313241643
5285,7,11,5,5,Token 5,Token 5,0.130296490282189,0.169771753798567
5286,7,11,5,6,Token 5,Token 6,0.131882705069355,0.173930478964104
5287,7,11,5,7,Token 5,.,0.257945664101385,0.665359656287044
5288,7,11,5,8,Token 5,[SEP],0.101338286325191,0.102694482753264
5289,7,11,6,1,Token 6,[CLS],0.325709685734248,1.06086799381102
5290,7,11,6,2,Token 6,Token 2,-0.185463610846097,0.343967509480725
5291,7,11,6,3,Token 6,Token 3,0.018263996091218,0.00333573553220025
5292,7,11,6,4,Token 6,Token 4,0.286705212626239,0.821998789470571
5293,7,11,6,5,Token 6,Token 5,0.00497881409835301,0.000247885898259587
5294,7,11,6,6,Token 6,Token 6,0.00766311050148049,0.000587232625579005
5295,7,11,6,7,Token 6,.,-0.147196869851798,0.21666918494167
